,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
198,rosaleenauk,en,2253,1215,British,UK,"18, capitalist, dont like the EU. I wish I could be a Marxist, I'd like to be rich too."
199,CllrBSilvester,en,4594,4509,British,UK,"Named as a top UKIP twitter influencer to follow
Mainly political tweets  UKIP Rope Parish Cllr. Former D.Leader Cheshire E,  Former Leader,Mayor Crewe+Nantwich"
200,odi_development,en,74,1,British,UK,Formerly the Twitter account of the Overseas Development Institute - now tweeting at @ODIdev.
201,Plaid_Cymru,en,20183,7789,British,UK,Plaid genedlaethol Cymru: ar gyfer pawb sydd am weld ein gwlad yn ffynnu • The Party of Wales: for everyone who wants to see our nation flourish
202,GetBritainOut,en,4353,917,British,UK,"Campaign to Get Britain Out of the EU.
http://t.co/mU4fSKwbSL
Sign up here: http://t.co/DKeIBhHvQI"
203,michaelsavage,en,15584,1350,British,UK,"Times Chief Political Correspondent. NOT the US radio host. Views here are my own, obv. Contact me at michael.savage@thetimes.co.uk"
204,democraticaudit,en,8122,8851,British,UK,"Democratic Audit monitors democracy and freedom in UK through a daily blog, reports, commissions, evidence to Parliament. Tweets by Managing Editor @se_kip"
205,RogerHelmerMEP,en,10586,43,British,UK,MEP for the East Midlands
206,MICHAEL13056654,en,3290,3582,British,UK,"We need out of the EU before it's too late, Britain as we know it could be gone forever. Join the Anti EU warriors, join UKIP."
207,ahddrv,en,6425,6087,British,UK,"Protect NHS from another 5 years of Tories!  Socialist republican, carer, animal lover, mother. Despairing of Tory attack on most vulnerable in our society."
208,AnneFairweather,en,2102,2292,British,UK,"Still trying to pretend it's summer | finance | politics | travel | fashion | my views, except RTs obvs"
209,lordbonkers,en,4513,2136,British,UK,"Liberal Democrat Blog of the Year 2014. Apprentice psychogeographer, salvager of cultural scraps, Liberal commentator."
210,SebDance,en,4773,3071,British,UK,Labour Member of the European Parliament for London. On the Environment and the Development Committees. Proud patron of @LGBTLabour & Hon VP @LabourCID
211,maryhoneyball,en,5577,1532,British,UK,"I was elected to the European Parliament in 2000, as a Labour Member for London."
212,chhcalling,en,9274,85,British,UK,Daventry's Conservative Member of Parliament and a not bad football ref! Using Twitter for broadcast only. Any questions try chris.heatonharris.mp@parliament.uk
213,lukeakehurst,en,7959,2262,British,UK,Labour
214,andrealeadsom,en,8462,455,British,UK,"MP for South Northamptonshire; Wife; Mother; If I can help on an issue or you would like my view on a matter, please email me or see my website"
215,GeorgeFoulkes,en,7247,2835,British,UK,Peer and avid Hearts Supporter!
216,AaronBastani,en,10011,1082,British,UK,"Politics, Technology, Future. Co-Founder @Novaramedia | Head of Digital Strategy @Silkedigital | Ph.D NPCU / https://t.co/RVudQTI2OX /"
217,UKIP,en,109128,4858,British,UK,UK Independence Party. Led by @Nigel_Farage. Join us: http://t.co/6zj9MzutnD #UKIP
218,romaynephoenix,en,2870,1728,British,UK,"Mother of three, Co Chair People's Assembly Against Austerity, Green Party National Executive Trade Union Officer"
219,LibDemPress,en,21698,530,British,UK,The official twitter account of the Liberal Democrat Press Office.
220,pperrin,en,2743,980,British,UK,"Tweets With Teeth. Politics, Libertarian-esque, anti-socialist, anti-EU."
221,BBCPeterH,en,6763,4339,British,UK,Reporting political news in the south of England - councils and MPs from Sussex to Oxford to Dorset. Follow me LIVE on @Periscopeco
222,LaughingNoam,en,18135,19482,British,UK,a woman who tweets about politics. my personal account is @stellsbackup
223,comefollowcath,en,3944,3580,British,UK,"atos, universal credit, erosion of employment rights, social cleansing ; all part of the same logic ?  what's left of democracy? by the people for the people ??"
224,THemingford,en,7019,7668,British,UK,"Man. Married, disabled wife. 3 Children, 1 disabled. Starting a new life for my family."
225,SLATUKIP,en,12318,8796,British,UK,Blog here: http://t.co/6KyPg576HP
226,davyjo2111,en,3441,3686,British,UK,"What's on your mind? Proud to be English, British and UKIP supporter"
227,kevpeel,en,6793,3523,British,UK,Councillor. Magistrate. Deputy Chair @recycle4gm. Chair @GMYN. Member @EU_CoR @PESGroupCoR & JCC Montenegro. @Labour4Europe @CoopParty @UsdawUnion @LGBTLabour
228,KrustyAllslopp,en,5039,5399,British,UK,NOT the one off the telly ... Just an all round gobby girl ;)
229,BrandonLewis,en,15400,1526,British,UK,"Minister of State for Housing & Planning 
Member of Parliament for Great Yarmouth
Email: Brandon.lewis.mp@parliament.uk"
230,JohnFinnieMSP,en,7853,835,British,UK,Lead Green Party Candidate for Highlands & Islands 2016; Family; Peace; Social & Environmental Justice; nuclear-free Scottish Republic; Music & HMFC #BuChòir
231,KristoferKeane,en,2465,960,British,UK,"PPE graduate, library assistant, Scottish islander, Yes activist, psephologist and frequent tweeter of politics."
232,MuhamedSacirbey,en,9263,9058,British,UK,"#Digital-Diplomacy University Lecturer & Media Commentator EX-Foreign Minister/Ambassador at UN, Agent International Court of Justice, SVP of Standard & Poor's."
233,SuzanneEvans1,en,15930,1766,British,UK,UKIP Deputy Chairman & London Mayoral hopeful. Founder @LipoedemaUK
234,markpack,en,9232,1576,British,UK,"Work at @BlueRubicon. Edit @LibDemNewswire. Co-author, 101 Ways To Win An Election - http://t.co/iC0LTafXqy. Eater of chocolate. 1 year older than email."
235,scvotweet,en,13046,8013,British,UK,SCVO is the national body representing the third sector in Scotland.
236,guardian_clark,en,11335,1855,British,UK,"Editor of the Guardian's editorial column. Tom's book, Hard Times: Inequality, Recession, Aftermath is out in paperback http://t.co/nvtw6xWoOg"
237,alstewitn,en,21678,1949,British,UK,"ITV news, but all views are mine."
238,jason_manc,en,2647,2109,British,UK,"Sometimes, retweets are the opposite of endorsements. Northerner in exile. UoM Maths & Physics grad. Tory."
239,wwwfoecouk,en,139025,10125,British,UK,"We see the wellbeing of people and planet as one and the same. This inspires our campaigns on climate, energy, wildlife and living within the planet’s limits."
240,ElectoralCommUK,en,10395,1671,British,UK,We are an independent body set up by the UK Parliament. Our aim is integrity and public confidence in the democratic process.
241,bbcworldservice,en,216944,2644,British,UK,Winner of the 7th Annual Shorty Award Best in News category for #Tiananmen89 https://t.co/VMBbjl3L3K with @BBCChinese
242,DarrenJohnsonAM,en,6597,939,British,UK,"Green Party AM, Chair of London Assembly Environment Committee, Brockley resident. Tweeting about music and politics.  Music blog: http://t.co/ULk7I3i106"
243,LeanneWood,en,28453,848,British,UK,Leader/Arweinydd Plaid Cymru - the Party of Wales.
244,brianwhelanhack,en,12194,1860,British,UK,Journalist - deputy digital editor - Channel 4 News
245,BetterOffOut,en,18475,5437,British,UK,Cross party campaign dedicated to explaining why the UK would be better off outside the EU. A campaign run by @tfa4freedom.
246,LobbyComm,en,5889,6263,British,UK,#REMEMBER
247,shellmon3,en,3597,3575,British,UK,"Rebellious Scot! Taurus! All views and opinions are my own (SNP,voted YES, 1 of the 45 ) Sea Shepherd volunteer"
248,TasminaSheikh,en,14343,478,British,UK,SNP MP for Ochil and South Perthshire|@theSNP National Women's & Equalities Officer|@ScotNational columnist|tas.mp@parliament.uk
249,BusinessGreen,en,50551,3174,British,UK,"The UK's leading web site for green business news and analysis. Follow our team: @James_BG, @JessicaBG, @Tinymaddie"
250,UKIP2Win,en-gb,1870,1834,British,UK,Twitter account dedicated to spreading the word about UKIP
251,anthonypainter,en,6735,1066,British,UK,"Now parked at the RSA (views here mine not the RSA's!) looking at institutional change. Politics, economy and LFC in the main on this feed."
252,spygun,en,56247,37686,British,UK,http://t.co/ZOgnZAScUR LOVES Politicians & The Religious of all flavours but can never eat a whole one. Writer/Journo. Negotiator.The Dr House of Exec Training.
253,Nigel_Farage,en,242377,485,British,UK,Leader of @UKIP. Member of the European Parliament for the South East of England. Tweets by Nigel and team
254,Smithy1974Uk,en,1993,2084,British,UK,"Ex-Forces. Interested in football, cricket, music, art, politics. Supporter of UKIP and Wolves. #wwfc"
255,FullFact,en,31459,843,British,UK,Full Fact is the UK's independent factchecking organisation. Sign up to our mailing list: http://t.co/Nz548Y7YWF
256,TimKirkhopeMEP,en,4298,3366,British,UK,"Timothy Kirkhope, Conservative MEP for Yorkshire and the Humber. Lawyer, former Immigration Minister, EU spokesman on Law and Justice"
257,bbcdemlive,en,24745,1408,British,UK,BBC Parliament and Democracy Live: Pure politics from the BBC.
258,grahamemorris,en,13479,5894,British,UK,"Labour MP for Easington, CoDurham Lefty, Chair @LabourLeft @LfPME: @unitetheunion #saveourNHS #AffordableHomes #GreenJobs #AnimalWelfare"
259,garydunion,en,4809,1866,British,UK,"Press officer for @JohnFinnieMSP & @JeanUrquhartMSP, @scotgp Comms Co-ord & Central Scotland candidate, socialist, pop fan. gary.dunion@scottishgreens.org.uk"
260,ShortfuseLiz,en,1892,2024,British,UK,"English infidel fighting to preserve Christian values, British culture & identity.  Anti EU - Anti Archaic Sharia Law.  Pro Jewish people."
261,nickgriffinmep,en,19,104,British,UK,"To follow Nick Griffin, President of the British National Party - His new twitter handle is nickjgriffinbnp"
262,PeterMcColl,en,4208,3304,British,UK,"New left. Green. Former Rector, Edinburgh University. Former Director of @TheCommon_Weal Policy Unit"
263,DVATW,en,13676,902,British,UK,Political commentary on a wide range of issues. Right of liberal. Pro austerity.  Pro British. Editor of A Tangled Web & Biased BBC.
264,PaulWheelhouse,en,7592,2300,British,UK,"MSP for South Scotland (SNP), Minister for Community Safety & Legal Affairs. Ambitious for Scotland. I live near Eyemouth on the beautiful Berwickshire Coast"
265,commonslibrary,en,7132,784,British,UK,The House of Commons Library provides impartial research and information services for MPs and their staff. Follow our blog at http://t.co/oGR5pF6H8M
266,BorisWatch,en,10507,1409,British,UK,An attempt to enhance the accountability of the new London mayoralty
267,PaulHenriCadier,en,1659,1994,British,UK,"Businessman for Brexit, active UKIPer, €uro-doomsayer, Francophile, Rugby-fan Libertarian tooth-fairy non-believer. Opinions my Own."
268,philipjcowley,en,10954,677,British,UK,"Professor of Parliamentary Government, Nottingham University. The J stands for Joined Twitter Too Late To Be Called @PhilipCowley.  Or John."
269,WomenDefyUKIP,en,6709,3897,British,UK,"Dont let their 'new' politics fool you, it's the politics of dark ages. xenophobic, homophobic, misogynist, climate change denying cult of Farage"
270,mcashmanmep,en,25,3,British,UK,This is my old account. You can now follow me on @mcashmanCBE.
271,UKIPNCornwall,en-gb,2299,2413,British,UK,UKIP look forward to the day of exit from the EU
272,PovertyAlliance,en,7262,3624,British,UK,The Poverty Alliance is a network of organisations working together to combat poverty and inequality in Scotland
273,scotgp,en,33218,1257,British,UK,"Working to make Scotland a better place. Founded 1990, been at Holyrood since the start. Join today."
274,CllrChasBooth,en,3026,2152,British,UK,".@scotgp & @edinburghgreens Cllr for Leith; trustee/director of @edintfest, @Ed_Leisure, @greenerleith & @TheBikeStation; husband & dad of 2"
275,SoilAssociation,en,75416,3212,British,UK,It all starts with the #soil - and #organic #farming helps look after the good stuff. Start your journey and join today.
276,lowles_nick,en,5007,1797,British,UK,"Anti-fascist with HOPE not hate, cricket fan, traveller and staunch supporter of the Kurdish fight against ISIS. Can be contacted at nick@hopenothate.org.uk"
277,IainMcGill,en,4421,3523,British,UK,@JamTarts fan. Businessman. Tory. Travels a lot - mainly for fun. Blogs at @think_scotland - loves the @homelesswrldcup
278,EnvDefenseFund,en,104908,4188,British,UK,"Environmental Defense Fund - We work directly with businesses, government and communities to create lasting solutions to the most serious environmental problems"
279,Demotix,en,16417,4650,British,UK,"The Freelance Photojournalist Network - 50,000 contributors, in 190+ countries. Upload your images & videos and we’ll sell them globally in real-time."
280,burdzeyeview,en,6555,3282,British,UK,"Special Advisor in the Scottish Government. If you catch me expressing an opinion of my own or anyone else, no doubt you'll let me know."
281,RichardAngell,en,9677,8063,British,UK,Director/Editor @Progressonline | fmr @NSWLabor staffer | @CommunityUnion rep | @RedLGBTLabour bod | @Lab3seats organiser | @IlfordNorthCLP member | god-father
282,marcusbrig,en,206348,626,British,UK,'Look - I made a hat. Where there never was a hat.'
283,TeddyUKIPClark,en,6030,5971,British,UK,LUFC/UKIP. NO SURRENDER to liblabcon  #EUSSR ...The UK is a Country not a PUPPET state of #EUSSR
284,JonathanPlaid,en,5571,1258,British,UK,Aelod Seneddol Dwyrain Caerfyrddin a Dinefwr/Member of Parliament for Carmarthen East and Dinefwr #CymruAmByth
285,MissLilySummers,en-gb,2539,1858,British,UK,Meow. I'm a bisexual girl that loves advocating Liberal Socialism. I'm also the Chair of @SwanLabStudents. She/Her. Private account: @secretmisslily.
286,steveclarkuk,en,35746,35495,British,UK,"Dad, Sunday Times bestselling author, journalist, PR advisor @splendidmediauk. Books include Only Fools & Horses: The Official Inside Story and @TVlocationguide"
287,WeAreNational,en,31437,3565,British,UK,Imagine a better Scotland.
